YMR056C	AAC1
YDR486C	YDR486C
YDR486C	CHM5
YDR486C	MOS10
YDR136C	YDR136C
YGR141W	YGR141W
YLR261C	YLR261C
YDR200C	YDR200C
YDR200C	FAR9
YLR322W	YLR322W
YPR139C	YPR139C
YOL129W	YOL129W
YPR087W	YPR087W
YJR126C	YJR126C
YML041C	YML041C
YML041C	SWC6
YDR485C	YDR485C
YDR485C	SWC2
YGL104C	YGL104C
YDR372C	YDR372C
YDR372C	API1
YNL246W	YNL246W
YAL002W	YAL002W
YAL002W	FUN15
YAL002W	VPT8
YML097C	YML097C
YML097C	VPL31
YML097C	VPT9
YGL225W	YGL225W
YGL225W	GOG5
YGL225W	LDB3
YGL225W	VAN2
YGL225W	VIG4
YLR337C	YLR337C
YLR337C	END5
YLR337C	MDP2
YLR337C	YLR337W
YLR181C	YLR181C
YER072W	YER072W
YER072W	NRF1
YER072W	PHM4
YFL004W	YFL004W
YFL004W	PHM1
YPL019C	YPL019C
YPL019C	PHM2
YJL012C	YJL012C
YJL012C	PHM3
YJL012C	YJL012C-A
YIL173W	YIL173W
YJL222W	YJL222W
YMR197C	YMR197C
YOR359W	YOR359W
YML076C	YML076C
YEL002C	YEL002C
YOR043W	YOR043W
YNL197C	YNL197C
YDL224C	YDL224C
YOR083W	YOR083W
YOL097C	YOL097C
YOL097C	HRE342
YNL283C	YNL283C
YNL283C	STA3
YOL105C	YOL105C
YHL028W	YHL028W
YHL028W	YFW1
YHL028W	YHC8
YHR134W	YHR134W
YOR230W	YOR230W
YOR229W	YOR229W
YFL010C	YFL010C
YIL101C	YIL101C
YLR090W	YLR090W
YGR194C	YGR194C
YJR133W	YJR133W
YDR369C	YDR369C
YLR070C	YLR070C
YJR067C	YJR067C
YNL107W	YNL107W
YPL252C	YPL252C
YJL141C	YJL141C
YML007W	YML007W
YML007W	PAR1
YML007W	SNQ3
YHR161C	YHR161C
YGR241C	YGR241C
YHL009C	YHL009C
YIR018W	YIR018W
YDR259C	YDR259C
YDR259C	HAL7
YOL028C	YOL028C
YPL239W	YPL239W
YAR035W	YAR035W
YER024W	YER024W
YBR216C	YBR216C
YGL060W	YGL060W
YLL048C	YLL048C
YLL048C	BAT1
YDR135C	YDR135C
YDR325W	YDR325W
YDR325W	TIE1
YDR325W	YCS5
YHR135C	YHR135C
YHR135C	CKI2
YNL154C	YNL154C
YER123W	YER123W
YER123W	CKI3
YCR004C	YCR004C
YLR272C	YLR272C
YLR272C	LOC7
YLL055W	YLL055W
YPL087W	YPL087W
YNL064C	YNL064C
YNL064C	HSP40
YNL064C	MAS5
YEL004W	YEL004W
YEL006W	YEL006W
YEL006W	NDT2
YEL041W	YEL041W
YLR249W	YLR249W
YLR249W	TEF3
YLL012W	YLL012W
YLR020C	YLR020C
YBL060W	YBL060W
YER041W	YER041W
YKL065C	YKL065C
YMR040W	YMR040W
YDL072C	YDL072C
YDL120W	YDL120W
YFR007W	YFR007W
YDR319C	YDR319C
YDR319C	FIT2A
YOL128C	YOL128C
YNL160W	YNL160W
YGR234W	YGR234W
YGR234W	YHB4
YLR298C	YLR298C
YJL059W	YJL059W
YJL059W	BTN1
YHR029C	YHR029C
YHR048W	YHR048W
YMR241W	YMR241W
YDR451C	YDR451C
YIL006W	YIL006W
YIL006W	NDT1
YNL263C	YNL263C
YPL201C	YPL201C
YCR059C	YCR059C
YMR152W	YMR152W
YMR151W	YMR151W
YGR172C	YGR172C
YNL044W	YNL044W
YGL198W	YGL198W
YGL161C	YGL161C
YKL095W	YKL095W
YKL095W	CWC16
YKL094W	YKL094W
YLR200W	YLR200W
YLR200W	GIM1
YLR200W	PFD6
YIL023C	YIL023C
YKL196C	YKL196C
YMR284W	YMR284W
YMR284W	HDF1
YMR284W	KU70
YMR284W	NES24
YMR106C	YMR106C
YMR106C	HDF2
YHL014C	YHL014C
YHL014C	YLF1
YPR125W	YPR125W
YPR058W	YPR058W
YBR104W	YBR104W
YML038C	YML038C
YPR024W	YPR024W
YPR024W	OSD1
YPR024W	YTA11
YMR302C	YMR302C
YMR302C	PRP12
YMR302C	RNA12
YML025C	YML025C
YJR110W	YJR110W
YFR049W	YFR049W
YER005W	YER005W
YER005W	YEJ5
YOR064C	YOR064C
YOR064C	YOR29-15
YHR090C	YHR090C
YHR090C	EAF4
YHR090C	NBN1
YKL067W	YKL067W
YKL067W	NDK1
YPR028W	YPR028W
YPR028W	YIP2
YGR281W	YGR281W
YGR281W	YRS1
YER074W-A	YER074W-A
YDR057W	YDR057W
YML027W	YML027W
YBR183W	YBR183W
YDL235C	YDL235C
YFR003C	YFR003C
YKL126W	YKL126W
YKL126W	SLI2
YMR104C	YMR104C
YMR104C	YKR2
YGR198W	YGR198W
YDR368W	YDR368W
YLR120C	YLR120C
YLR120C	YAP3
YLR121C	YLR121C
YLR121C	YPS4
YGL259W	YGL259W
YIR039C	YIR039C
YDR349C	YDR349C
YFL038C	YFL038C
YFL038C	YP2
YBR264C	YBR264C
YNL304W	YNL304W
YER031C	YER031C
YER031C	YPT8
YGL210W	YGL210W
YHR105W	YHR105W
YKR014C	YKR014C
YNL093W	YNL093W
YLR262C	YLR262C
YML001W	YML001W
YML001W	AST4
YML001W	VAM4
YDR381W	YDR381W
YDR381W	SHE11
YKL214C	YKL214C
YDR002W	YDR002W
YDR002W	CST20
YDR002W	HTN1
YDR002W	SFO1
YIL063C	YIL063C
YGL164C	YGL164C
YDR545W	YDR545W
YDR545W	YRF1
YER190W	YER190W
YER190W	YRF1
YGR296W	YGR296W
YGR296W	YRF1
YLR466W	YLR466W
YLR466W	YRF1
YLR467W	YLR467W
YLR467W	YRF1
YNL339C	YNL339C
YNL339C	YRF1
YPL283C	YPL283C
YPL283C	YRF1
YOR396W	YOR396W
YOR172W	YOR172W
YBR054W	YBR054W
YOR162C	YOR162C
YOR162C	PDR2
YBR111C	YBR111C
YBR111C	RMA2
YHR017W	YHR017W
YHR016C	YHR016C
YHR016C	LSB4
YNL138W-A	YNL138W-A
YNL138W-A	RCP10
YLR277C	YLR277C
YLR277C	BRR5
YHR155W	YHR155W
YDR326C	YDR326C
YOR003W	YOR003W
YKR053C	YKR053C
YKR053C	LBP2
YBR148W	YBR148W
YBR162W-A	YBR162W-A
YMR089C	YMR089C
YMR089C	RCA1
YPL074W	YPL074W
YGR270W	YGR270W
YPR107C	YPR107C
YOR272W	YOR272W
YNL237W	YNL237W
YJR099W	YJR099W
YJL139C	YJL139C
YOR087W	YOR087W
YOR087W	YOR088W
YIR026C	YIR026C
YJL056C	YJL056C
YJL056C	ZRG10
YMR273C	YMR273C
YMR273C	CES1
YMR273C	CKM1
YMR273C	NRC1
YMR273C	OSS1
YML109W	YML109W
YML109W	CES4
YOL109W	YOL109W
YNL310C	YNL310C
YNL310C	FMP28
YNL310C	HEP1
YNL310C	TIM15
YDR285W	YDR285W
YGL249W	YGL249W
YGR211W	YGR211W
YOL154W	YOL154W
YMR243C	YMR243C
YMR243C	OSR1
YNR039C	YNR039C
YER033C	YER033C
YGL255W	YGL255W
YLR130C	YLR130C
YKL175W	YKL175W
YBR046C	YBR046C
YGR285C	YGR285C
YNL241C	YNL241C
YNL241C	MET19
YNL241C	POS10
YIL100W	YIL100W
YDR239C	YDR239C
YIL002W-A	YIL002W-A
YKR040C	YKR040C
YDR474C	YDR474C
YDR131C	YDR131C
YPR170C	YPR170C
YDR026C	YDR026C
YIL102C	YIL102C
YCL045C	YCL045C
YMR087W	YMR087W
YKR041W	YKR041W
YMR086W	YMR086W
YCL046W	YCL046W
YMR085W	YMR085W
YCL047C	YCL047C
YKR043C	YKR043C
YER135C	YER135C
YKL171W	YKL171W
YMR084W	YMR084W
YDL206W	YDL206W
YOR011W-A	YOR011W-A
YPR174C	YPR174C
YDR029W	YDR029W
YCL049C	YCL049C
YGR219W	YGR219W
YIL001W	YIL001W
YER137C	YER137C
YLR217W	YLR217W
YPR172W	YPR172W
YAL035C-A	YAL035C-A
YER138C	YER138C
YDR476C	YDR476C
YMR082C	YMR082C
YOR041C	YOR041C
YLR218C	YLR218C
YKR047W	YKR047W
YEL077C	YEL077C
YCR018C-A	YCR018C-A
YLR445W	YLR445W
YEL076C	YEL076C
YBR277C	YBR277C
YEL074W	YEL074W
YNL105W	YNL105W
YEL075C	YEL075C
YLR444C	YLR444C
YJL086C	YJL086C
YDR348C	YDR348C
YEL073C	YEL073C
YDR134C	YDR134C
YLR211C	YLR211C
YAL064W	YAL064W
YCL041C	YCL041C
YKR045C	YKR045C
YAL065C	YAL065C
YLR446W	YLR446W
YNL109W	YNL109W
YBR271W	YBR271W
YDR132C	YDR132C
YHL009W-B	YHL009W-B
YHL009W-A	YHL009W-A
YCL042W	YCL042W
YDR133C	YDR133C
YNL108C	YNL108C
YOL024W	YOL024W
YDR357C	YDR357C
YJL152W	YJL152W
YNL320W	YNL320W
YOR333C	YOR333C
YMR114C	YMR114C
YMR111C	YMR111C
YDR355C	YDR355C
YBR056W	YBR056W
YJL150W	YJL150W
YOR331C	YOR331C
YNR014W	YNR014W
YAL064W-B	YAL064W-B
YGL088W	YGL088W
YNL324W	YNL324W
YDR352W	YDR352W
YER034W	YER034W
YGRCTY1-2A	YGRCTY1-2A
YPR022C	YPR022C
YMR118C	YMR118C
YOL029C	YOL029C
YGRCTY1-2D	YGRCTY1-2D
YGRCTY1-2B	YGRCTY1-2B
YGRCTY1-2C	YGRCTY1-2C
YBR053C	YBR053C
YML035C-A	YML035C-A
YAL064C-A	YAL064C-A
YPL247C	YPL247C
YDR170W-A	YDR170W-A
YBR124W	YBR124W
YBR051W	YBR051W
YNL217W	YNL217W
YIL108W	YIL108W
YPL245W	YPL245W
YHR050W-A	YHR050W-A
YPR177C	YPR177C
YGL085W	YGL085W
YDR467C	YDR467C
YOR338W	YOR338W
YDR248C	YDR248C
YNL211C	YNL211C
YHR180W	YHR180W
YPR027C	YPR027C
YGL082W	YGL082W
YNL213C	YNL213C
YGR210C	YGR210C
YHR182W	YHR182W
YGL081W	YGL081W
YER140W	YER140W
YKL177W	YKL177W
YMR099C	YMR099C
YLR225C	YLR225C
YLR224W	YLR224W
YKL162C	YKL162C
YHL008C	YHL008C
YKL161C	YKL161C
YPL088W	YPL088W
YKR051W	YKR051W
YCL056C	YCL056C
YPL251W	YPL251W
YGR203W	YGR203W
YMR158C-A	YMR158C-A
YMR158C-B	YMR158C-B
YDR015C	YDR015C
YDL218W	YDL218W
YGR207C	YGR207C
YGR205W	YGR205W
YHL005C	YHL005C
YNL208W	YNL208W
YDR018C	YDR018C
YFR032C-B	YFR032C-B
YNL319W	YNL319W
YBR287W	YBR287W
YMR090W	YMR090W
YDR338C	YDR338C
YDL109C	YDL109C
YDR124W	YDR124W
YJL147C	YJL147C
YLR434C	YLR434C
YGR109W-B	YGR109W-B
YGR109W-A	YGR109W-A
YJL070C	YJL070C
YLR437C	YLR437C
YKR004C-A	YKR004C-A
YNR029C	YNR029C
YBR285W	YBR285W
YDR336W	YDR336W
YDL211C	YDL211C
YDR010C	YDR010C
YBR284W	YBR284W
YPR011C	YPR011C
YNL311C	YNL311C
YCR097W-A	YCR097W-A
YOL036W	YOL036W
YPR013C	YPR013C
YPR012W	YPR012W
YDR344C	YDR344C
YLR001C	YLR001C
YOL037C	YOL037C
YMR102C	YMR102C
YPR014C	YPR014C
YNR025C	YNR025C
YNR024W	YNR024W
YPL107W	YPL107W
YBR064W	YBR064W
YHR177W	YHR177W
YMR103C	YMR103C
YEL067C	YEL067C
YDR115W	YDR115W
YLR003C	YLR003C
YEL068C	YEL068C
YPL102C	YPL102C
YDR341C	YDR341C
YDR340W	YDR340W
YNR021W	YNR021W
YJL144W	YJL144W
YNL313C	YNL313C
YMR075C-A	YMR075C-A
YPL257W	YPL257W
YER158C	YER158C
YKL169C	YKL169C
YDR008C	YDR008C
YNL205C	YNL205C
YBR134W	YBR134W
YBR062C	YBR062C
YER156C	YER156C
YBR063C	YBR063C
YJL077W-B	YJL077W-B
YNL203C	YNL203C
YDR230W	YDR230W
YHR173C	YHR173C
YBR137W	YBR137W
YPL108W	YPL108W
YPL109C	YPL109C
YPR015C	YPR015C
YBR138C	YBR138C
YDR381C-A	YDR381C-A
YOL035C	YOL035C
YBL005W-B	YBL005W-B
YBL005W-A	YBL005W-A
YBR139W	YBR139W
YER152C	YER152C
YMR210W	YMR210W
YOR325W	YOR325W
YGR201C	YGR201C
YNL200C	YNL200C
YPR150W	YPR150W
YIL028W	YIL028W
YOR309C	YOR309C
YJL067W	YJL067W
YJL068C	YJL068C
YNL122C	YNL122C
YCR090C	YCR090C
YIL029C	YIL029C
YBR144C	YBR144C
YJL064W	YJL064W
YDL016C	YDL016C
YOL050C	YOL050C
YLR311C	YLR311C
YCL068C	YCL068C
YBR141C	YBR141C
YIL024C	YIL024C
YDL228C	YDL228C
YDR154C	YDR154C
YDR215C	YDR215C
YLR317W	YLR317W
YIL025C	YIL025C
YGL006W-A	YGL006W-A
YKL199C	YKL199C
YBL071C-B	YBL071C-B
YDL012C	YDL012C
YDL011C	YDL011C
YOR304C-A	YOR304C-A
YPR036W-A	YPR036W-A
YNL120C	YNL120C
YBL109W	YBL109W
YPR002C-A	YPR002C-A
YDR157W	YDR157W
YLR426W	YLR426W
YCR099C	YCR099C
YCL065W	YCL065W
YDL221W	YDL221W
YDR491C	YDR491C
YLR422W	YLR422W
YHR009C	YHR009C
YOR062C	YOR062C
YHR003C	YHR003C
YDR098C-B	YDR098C-B
YOL019W-A	YOL019W-A
YBL107C	YBL107C
YDR098C-A	YDR098C-A
YOR060C	YOR060C
YMR122W-A	YMR122W-A
YCL001W-A	YCL001W-A
YBL108W	YBL108W
YPL114W	YPL114W
YBR030W	YBR030W
YOL150C	YOL150C
YER010C	YER010C
YEL057C	YEL057C
YNR036C	YNR036C
YOL038C-A	YOL038C-A
YBL104C	YBL104C
YDR374C	YDR374C
YPL113C	YPL113C
YEL059W	YEL059W
YOL153C	YOL153C
YOL048C	YOL048C
YAL037C-A	YAL037C-A
YER160C	YER160C
YJL175W	YJL175W
YLR428C	YLR428C
YPL229W	YPL229W
YOR203W	YOR203W
YBR032W	YBR032W
YBR259W	YBR259W
YMR290W-A	YMR290W-A
YBL100C	YBL100C
YPR158W	YPR158W
YOR200W	YOR200W
YOL157C	YOL157C
YOR314W	YOR314W
YMR245W	YMR245W
YER163C	YER163C
YDR222W	YDR222W
YJL171C	YJL171C
YOL046C	YOL046C
YOL159C	YOL159C
YPL225W	YPL225W
YPR157W	YPR157W
YOL047C	YOL047C
YMR244W	YMR244W
YML010C-B	YML010C-B
YOL013W-B	YOL013W-B
YOR318C	YOR318C
YDR220C	YDR220C
YPR153W	YPR153W
YFR006W	YFR006W
YDR370C	YDR370C
YHR162W	YHR162W
YOR052C	YOR052C
YDL160C-A	YDL160C-A
YKR075C	YKR075C
YOR053W	YOR053W
YOR142W-B	YOR142W-B
YOR142W-A	YOR142W-A
YKR073C	YKR073C
YJL055W	YJL055W
YML054C-A	YML054C-A
YLR227W-A	YLR227W-A
YLR227W-B	YLR227W-B
YDR169C-A	YDR169C-A
YLR301W	YLR301W
YOR055W	YOR055W
YLR302C	YLR302C
YLR202C	YLR202C
YKR078W	YKR078W
YDR261C-C	YDR261C-C
YDR261C-D	YDR261C-D
YOR059C	YOR059C
YDR203W	YDR203W
YIL012W	YIL012W
YKL187C	YKL187C
YDL233W	YDL233W
YER188C-A	YER188C-A
YCL075W	YCL075W
YBR261C	YBR261C
YCL076W	YCL076W
YLR414C	YLR414C
YHR159W	YHR159W
YLR413W	YLR413W
YDR209C	YDR209C
YDR149C	YDR149C
YCL074W	YCL074W
YOR050C	YOR050C
YNL115C	YNL115C
YIL014C-A	YIL014C-A
YDL009C	YDL009C
YNL114C	YNL114C
YOR051C	YOR051C
YCL073C	YCL073C
YNL338W	YNL338W
YNR047W	YNR047W
YOL162W	YOL162W
YFR012W	YFR012W
YOL163W	YOL163W
YLR419W	YLR419W
YML108W	YML108W
YEL043W	YEL043W
YOL160W	YOL160W
YJL169W	YJL169W
YGL041C-B	YGL041C-B
YNL337W	YNL337W
YEL045C	YEL045C
YFR016C	YFR016C
YPR148C	YPR148C
YLR416C	YLR416C
YJL163C	YJL163C
YGR122C-A	YGR122C-A
YOR381W-A	YOR381W-A
YLR415C	YLR415C
YDR366C	YDR366C
YEL047C	YEL047C
YEL048C	YEL048C
YNR048W	YNR048W
YOL166C	YOL166C
YGR161C-D	YGR161C-D
YGR161C-C	YGR161C-C
YPR039W	YPR039W
YPL238C	YPL238C
YPR146C	YPR146C
YOR302W	YOR302W
YOR300W	YOR300W
YOL057W	YOL057W
YJL160C	YJL160C
YDR210W	YDR210W
YPR147C	YPR147C
YKR070W	YKR070W
YFR017C	YFR017C
YJR151W-A	YJR151W-A
YKL027W	YKL027W
YFR018C	YFR018C
YNR042W	YNR042W
YPR142C	YPR142C
YKL023W	YKL023W
YPL236C	YPL236C
YNR040W	YNR040W
YOR305W	YOR305W
YILWTY3-1B	YILWTY3-1B
YILWTY3-1A	YILWTY3-1A
YLR278C	YLR278C
YPR064W	YPR064W
YILWTY3-1D	YILWTY3-1D
YILWTY3-1C	YILWTY3-1C
YHL037C	YHL037C
YLR255C	YLR255C
YNL260C	YNL260C
YBR016W	YBR016W
YLR253W	YLR253W
YLR279W	YLR279W
YPR063C	YPR063C
YLR252W	YLR252W
YLR108C	YLR108C
YBR085C-A	YBR085C-A
YGL036W	YGL036W
YBR056W-A	YBR056W-A
YLR400W	YLR400W
YPL056C	YPL056C
YGR107W	YGR107W
YFR032C	YFR032C
YGL039W	YGL039W
YLR104W	YLR104W
YLR257W	YLR257W
YBR013C	YBR013C
YPLCTY4-1D	YPLCTY4-1D
YPLCTY4-1C	YPLCTY4-1C
YPLCTY4-1B	YPLCTY4-1B
YPLCTY4-1A	YPLCTY4-1A
YDL038C	YDL038C
YDL034W	YDL034W
YLR101C	YLR101C
YJL045W	YJL045W
YPLCTY4-1E	YPLCTY4-1E
YIR035C	YIR035C
YLR099W-A	YLR099W-A
YJL043W	YJL043W
YMR160W	YMR160W
YOL073C	YOL073C
YHL039W	YHL039W
YOL075C	YOL075C
YDR396W	YDR396W
YMR272W-B	YMR272W-B
YGL199C	YGL199C
YLL054C	YLL054C
YLL053C	YLL053C
YMR034C	YMR034C
YOR223W	YOR223W
YLL056C	YLL056C
YOR225W	YOR225W
YER175W-A	YER175W-A
YDL032W	YDL032W
YGL007C-A	YGL007C-A
YJL193W	YJL193W
YLL058W	YLL058W
YMR155W	YMR155W
YMR031C	YMR031C
YAL018C	YAL018C
YJL049W	YJL049W
YGR259C	YGR259C
YFL013W-A	YFL013W-A
YJL195C	YJL195C
YDR391C	YDR391C
YLR280C	YLR280C
YBR012C	YBR012C
YOR228C	YOR228C
YFR024C	YFR024C
YLR281C	YLR281C
YLL059C	YLL059C
YLR264C-A	YLR264C-A
YLR282C	YLR282C
YHL041W	YHL041W
YGR102C	YGR102C
YMR265C	YMR265C
YOR379C	YOR379C
YLR402W	YLR402W
YGL046W	YGL046W
YDR282C	YDR282C
YAR075W	YAR075W
YLR283W	YLR283W
YFR020W	YFR020W
YOR227W	YOR227W
YOR376W	YOR376W
YGL193C	YGL193C
YER039C-A	YER039C-A
YMR262W	YMR262W
YJR088C	YJR088C
YJR087W	YJR087W
YOR378W	YOR378W
YGR251W	YGR251W
YGL041C	YGL041C
YLR287C	YLR287C
YFR026C	YFR026C
YJR085C	YJR085C
YLR407W	YLR407W
YAL016C-B	YAL016C-B
YGL042C	YGL042C
YGR250C	YGR250C
YDR286C	YDR286C
YLR408C	YLR408C
YPL136W	YPL136W
YNL277W-A	YNL277W-A
YKR015C	YKR015C
YPR053C	YPR053C
YHL049C	YHL049C
YKR012C	YKR012C
YKR011C	YKR011C
YHL042W	YHL042W
YLR269C	YLR269C
YOL103W-B	YOL103W-B
YOL103W-A	YOL103W-A
YDR261W-B	YDR261W-B
YDR261W-A	YDR261W-A
YPL141C	YPL141C
YHL045W	YHL045W
YGR038C-B	YGR038C-B
YGR038C-A	YGR038C-A
YBR027C	YBR027C
YPL142C	YPL142C
YIL032C	YIL032C
YHL044W	YHL044W
YPL044C	YPL044C
YLR118C	YLR118C
YPR050C	YPR050C
YBR028C	YBR028C
YMR050C	YMR050C
YBR174C	YBR174C
YPL041C	YPL041C
YJR005C-A	YJR005C-A
YDL023C	YDL023C
YLR112W	YLR112W
YMR051C	YMR051C
YJL032W	YJL032W
YLR111W	YLR111W
YDL025C	YDL025C
YIR024C	YIR024C
YOR192C-A	YOR192C-A
YOR192C-B	YOR192C-B
YDL026W	YDL026W
YLR410W-B	YLR410W-B
YDL027C	YDL027C
YLR410W-A	YLR410W-A
YBR178W	YBR178W
YOL087C	YOL087C
YML096W	YML096W
YOL083W	YOL083W
YOL085C	YOL085C
YGR242W	YGR242W
YLL065W	YLL065W
YLL066C	YLL066C
YOL079W	YOL079W
YMR242W-A	YMR242W-A
YBL107W-A	YBL107W-A
YMR046C	YMR046C
YDR278C	YDR278C
YML090W	YML090W
YBR196C-A	YBR196C-A
YBR196C-B	YBR196C-B
YMR141C	YMR141C
YJL181W	YJL181W
YJL182C	YJL182C
YMR001C-A	YMR001C-A
YEL028W	YEL028W
YMR259C	YMR259C
YMR045C	YMR045C
YIR020C	YIR020C
YMR144W	YMR144W
YNL247W	YNL247W
YMR258C	YMR258C
YLL067C	YLL067C
YLR290C	YLR290C
YJL185C	YJL185C
YOR214C	YOR214C
YBL112C	YBL112C
YMR253C	YMR253C
YOR366W	YOR366W
YEL023C	YEL023C
YMR147W	YMR147W
YBL113C	YBL113C
YMR252C	YMR252C
YPR059C	YPR059C
YEL025C	YEL025C
YDR271C	YDR271C
YNL130C-A	YNL130C-A
YBL111C	YBL111C
YGL057C	YGL057C
YLR294C	YLR294C
YMR254C	YMR254C
YFR035C	YFR035C
YLR271W	YLR271W
YAL004W	YAL004W
YMR148W	YMR148W
YOR218C	YOR218C
YJR096W	YJR096W
YDR274C	YDR274C
YDR387C	YDR387C
YJR098C	YJR098C
YIL082W-A	YIL082W-A
YOR364W	YOR364W
YOR365C	YOR365C
YGR035W-A	YGR035W-A
YLR296W	YLR296W
YFR039C	YFR039C
YEL020C	YEL020C
YHL050C	YHL050C
YGL052W	YGL052W
YKR005C	YKR005C
YLR297W	YLR297W
YPR085C	YPR085C
YLR236C	YLR236C
YPR084W	YPR084W
YBR184W	YBR184W
YFR056C	YFR056C
YIL089W	YIL089W
YLR235C	YLR235C
YIL067C	YIL067C
YFR054C	YFR054C
YAR060C	YAR060C
YDR509W	YDR509W
YLR232W	YLR232W
YAL045C	YAL045C
YIL064W	YIL064W
YKR023W	YKR023W
YMR295C	YMR295C
YDR114C	YDR114C
YIL086C	YIL086C
YLR230W	YLR230W
YPR089W	YPR089W
YHL012W	YHL012W
YMR291W	YMR291W
YPL071C	YPL071C
YML084W	YML084W
YOR240W	YOR240W
YHL018W	YHL018W
YLR123C	YLR123C
YML007C-A	YML007C-A
YIR016W	YIR016W
YHL017W	YHL017W
YLR122C	YLR122C
YPL073C	YPL073C
YML083C	YML083C
YOL098C	YOL098C
YML082W	YML082W
YPR197C	YPR197C
YPR196W	YPR196W
YOL099C	YOL099C
YML081W	YML081W
YIR014W	YIR014W
YBR292C	YBR292C
YML089C	YML089C
YERWDELTA21	YERWDELTA21
YLR125W	YLR125W
YOR022C	YOR022C
YLR126C	YLR126C
YJL022W	YJL022W
YOL092W	YOL092W
YPR195C	YPR195C
YPL150W	YPL150W
YFL015C	YFL015C
YPL264C	YPL264C
YLR124W	YLR124W
YPL077C	YPL077C
YOR021C	YOR021C
YPL260W	YPL260W
YPL261C	YPL261C
YJL021C	YJL021C
YFL012W	YFL012W
YDL057W	YDL057W
YFL006W	YFL006W
YGR237C	YGR237C
YOR248W	YOR248W
YJL027C	YJL027C
YMR057C	YMR057C
YNL095C	YNL095C
YGL177W	YGL177W
YJL028W	YJL028W
YNL235C	YNL235C
YOR246C	YOR246C
YDR269C	YDR269C
YGR235C	YGR235C
YEL014C	YEL014C
YNL092W	YNL092W
YMR130W	YMR130W
YOR024W	YOR024W
YPL080C	YPL080C
YGL204C	YGL204C
YNL162W-A	YNL162W-A
YOR376W-A	YOR376W-A
YCR001W	YCR001W
YDR266C	YDR266C
YOR029W	YOR029W
YER121W	YER121W
YGL176C	YGL176C
YEL076W-C	YEL076W-C
YDL050C	YDL050C
YDR262W	YDR262W
YOR352W	YOR352W
YGR122W	YGR122W
YAR053W	YAR053W
YKR017C	YKR017C
YCR006C	YCR006C
YIL096C	YIL096C
YKR018C	YKR018C
YCR007C	YCR007C
YJR061W	YJR061W
YER066C-A	YER066C-A
YGR127W	YGR127W
YIL091C	YIL091C
YGR126W	YGR126W
YGL069C	YGL069C
YGR125W	YGR125W
YDR506C	YDR506C
YAL037W	YAL037W
YOR008C-A	YOR008C-A
YMR306C-A	YMR306C-A
YNL234W	YNL234W
YEL010W	YEL010W
YFR045W	YFR045W
YHL015W-A	YHL015W-A
YOR356W	YOR356W
YER053C-A	YER053C-A
YIL092W	YIL092W
YDR109C	YDR109C
YIL055C	YIL055C
YGR117C	YGR117C
YMR294W-A	YMR294W-A
YIL054W	YIL054W
YML079W	YML079W
YPR071W	YPR071W
YOL086W-A	YOL086W-A
YIL057C	YIL057C
YKR032W	YKR032W
YPL067C	YPL067C
YKR033C	YKR033C
YBR197C	YBR197C
YAR070C	YAR070C
YPL272C	YPL272C
YPL068C	YPL068C
YNR004W	YNR004W
YNR005C	YNR005C
YIL077C	YIL077C
YBL012C	YBL012C
YPL168W	YPL168W
YBR012W-A	YBR012W-A
YBR012W-B	YBR012W-B
YLR241W	YLR241W
YBR190W	YBR190W
YBL010C	YBL010C
YIR007W	YIR007W
YPR077C	YPR077C
YJR079W	YJR079W
YLR243W	YLR243W
YPR076W	YPR076W
YHL026C	YHL026C
YDR102C	YDR102C
YPR078C	YPR078C
YNL054W-A	YNL054W-A
YNL054W-B	YNL054W-B
YPL277C	YPL277C
YLR132C	YLR132C
YPL278C	YPL278C
YPL279C	YPL279C
YIL058W	YIL058W
YMR074C	YMR074C
YGR226C	YGR226C
YIL059C	YIL059C
YER128W	YER128W
YAL067W-A	YAL067W-A
YDR249C	YDR249C
YPL066W	YPL066W
YPL275W	YPL275W
YPL062W	YPL062W
YPL162C	YPL162C
YPL276W	YPL276W
YLR137W	YLR137W
YGR228W	YGR228W
YNL226W	YNL226W
YER130C	YER130C
YOR012W	YOR012W
YCR108C	YCR108C
YMR122C	YMR122C
YHR192W	YHR192W
YJL015C	YJL015C
YML095C-A	YML095C-A
YJL016W	YJL016W
YOR015W	YOR015W
YJL017W	YJL017W
YCR103C	YCR103C
YDL199C	YDL199C
YNR075C-A	YNR075C-A
YGL074C	YGL074C
YER134C	YER134C
YJL018W	YJL018W
YLR140W	YLR140W
YGL188C	YGL188C
YDL041W	YDL041W
YDL196W	YDL196W
YGL072C	YGL072C
YCR101C	YCR101C
YGL185C	YGL185C
YNL228W	YNL228W
YOR019W	YOR019W
YEL008W	YEL008W
YCR102C	YCR102C
YEL007W	YEL007W
YOR316C-A	YOR316C-A
YAR069C	YAR069C
YPR137C-B	YPR137C-B
YPR137C-A	YPR137C-A
YAR068W	YAR068W
YCR100C	YCR100C
YPR108W-A	YPR108W-A
YDR250C	YDR250C
YAR066W	YAR066W
YGR111W	YGR111W
YIL083C	YIL083C
YGL182C	YGL182C
YKL202W	YKL202W
YGR110W	YGR110W
YIL060W	YIL060W
YFL041W-A	YFL041W-A
YIL082W	YIL082W
YOR342C	YOR342C
YOR238W	YOR238W
YFR057W	YFR057W
YAR064W	YAR064W
YOR343C	YOR343C
YGR114C	YGR114C
YIL080W	YIL080W
YMR279C	YMR279C
